Volatility 3 Framework 2.26.2

PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
770	770	systemd-timesyn	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	770	systemd-timesyn	7	socket:[30700]	0:9	30700	SOCK	srwxrwxrwx	-	-	-	0
770	770	systemd-timesyn	8	socket:[30701]	0:9	30701	SOCK	srwxrwxrwx	-	-	-	0
770	770	systemd-timesyn	9	socket:[30702]	0:9	30702	SOCK	srwxrwxrwx	-	-	-	0
770	770	systemd-timesyn	10	socket:[30703]	0:9	30703	SOCK	srwxrwxrwx	-	-	-	0
770	770	systemd-timesyn	11	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	770	systemd-timesyn	12	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	770	systemd-timesyn	13	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	770	systemd-timesyn	14	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	770	systemd-timesyn	15	socket:[37895]	0:9	37895	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
770	792	sd-resolve	1	socket:[32437]	0:9	32437	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	2	socket:[32437]	0:9	32437	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	3	socket:[30698]	0:9	30698	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	5	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	7	socket:[30700]	0:9	30700	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	8	socket:[30701]	0:9	30701	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	9	socket:[30702]	0:9	30702	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	10	socket:[30703]	0:9	30703	SOCK	srwxrwxrwx	-	-	-	0
770	792	sd-resolve	11	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	12	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	13	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	14	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
770	792	sd-resolve	15	socket:[37895]	0:9	37895	SOCK	srwxrwxrwx	-	-	-	0
797	797	VGAuthService	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
797	797	VGAuthService	1	socket:[34999]	0:9	34999	SOCK	srwxrwxrwx	-	-	-	0
797	797	VGAuthService	2	socket:[34999]	0:9	34999	SOCK	srwxrwxrwx	-	-	-	0
797	797	VGAuthService	3	socket:[34515]	0:9	34515	SOCK	srwxrwxrwx	-	-	-	0
797	797	VGAuthService	4	pipe:[34525]	0:13	34525	FIFO	prw-------	2025-12-27 19:02:06.949291 UTC	2025-12-27 19:02:06.949291 UTC	2025-12-27 19:02:06.949291 UTC	0
797	797	VGAuthService	5	pipe:[34525]	0:13	34525	FIFO	prw-------	2025-12-27 19:02:06.949291 UTC	2025-12-27 19:02:06.949291 UTC	2025-12-27 19:02:06.949291 UTC	0
797	797	VGAuthService	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
797	797	VGAuthService	7	socket:[34672]	0:9	34672	SOCK	srwxrwxrwx	-	-	-	0
798	798	vmtoolsd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
798	798	vmtoolsd	1	socket:[34442]	0:9	34442	SOCK	srwxrwxrwx	-	-	-	0
798	798	vmtoolsd	2	socket:[34442]	0:9	34442	SOCK	srwxrwxrwx	-	-	-	0
798	798	vmtoolsd	3	/var/log/vmware-vmsvc-root.log	253:0	3216	REG	-rw-------	2025-12-27 21:14:25.339241 UTC	2025-12-27 21:14:25.339241 UTC	2025-12-27 19:02:06.937291 UTC	3296
798	798	vmtoolsd	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
798	798	vmtoolsd	5	pipe:[34445]	0:13	34445	FIFO	prw-------	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	0
798	798	vmtoolsd	6	pipe:[34445]	0:13	34445	FIFO	prw-------	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	0
798	798	vmtoolsd	8	socket:[34670]	0:9	34670	SOCK	srwxrwxrwx	-	-	-	0
798	798	vmtoolsd	10	/dev/dri/renderD128	0:6	330	CHR	crw-rw----	2025-12-27 19:03:35.461095 UTC	2025-12-27 19:02:05.705291 UTC	2025-12-27 19:02:05.705291 UTC	0
798	822	HangDetector	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
798	822	HangDetector	1	socket:[34442]	0:9	34442	SOCK	srwxrwxrwx	-	-	-	0
798	822	HangDetector	2	socket:[34442]	0:9	34442	SOCK	srwxrwxrwx	-	-	-	0
798	822	HangDetector	3	/var/log/vmware-vmsvc-root.log	253:0	3216	REG	-rw-------	2025-12-27 21:14:25.339241 UTC	2025-12-27 21:14:25.339241 UTC	2025-12-27 19:02:06.937291 UTC	3296
798	822	HangDetector	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
798	822	HangDetector	5	pipe:[34445]	0:13	34445	FIFO	prw-------	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	0
798	822	HangDetector	6	pipe:[34445]	0:13	34445	FIFO	prw-------	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	0
798	822	HangDetector	8	socket:[34670]	0:9	34670	SOCK	srwxrwxrwx	-	-	-	0
798	822	HangDetector	10	/dev/dri/renderD128	0:6	330	CHR	crw-rw----	2025-12-27 19:03:35.461095 UTC	2025-12-27 19:02:05.705291 UTC	2025-12-27 19:02:05.705291 UTC	0
798	823	vmtoolsd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
798	823	vmtoolsd	1	socket:[34442]	0:9	34442	SOCK	srwxrwxrwx	-	-	-	0
798	823	vmtoolsd	2	socket:[34442]	0:9	34442	SOCK	srwxrwxrwx	-	-	-	0
798	823	vmtoolsd	3	/var/log/vmware-vmsvc-root.log	253:0	3216	REG	-rw-------	2025-12-27 21:14:25.339241 UTC	2025-12-27 21:14:25.339241 UTC	2025-12-27 19:02:06.937291 UTC	3296
798	823	vmtoolsd	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
798	823	vmtoolsd	5	pipe:[34445]	0:13	34445	FIFO	prw-------	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	0
798	823	vmtoolsd	6	pipe:[34445]	0:13	34445	FIFO	prw-------	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	2025-12-27 19:02:06.937291 UTC	0
798	823	vmtoolsd	8	socket:[34670]	0:9	34670	SOCK	srwxrwxrwx	-	-	-	0
798	823	vmtoolsd	10	/dev/dri/renderD128	0:6	330	CHR	crw-rw----	2025-12-27 19:03:35.461095 UTC	2025-12-27 19:02:05.705291 UTC	2025-12-27 19:02:05.705291 UTC	0
1007	1007	systemd-network	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1007	1007	systemd-network	1	socket:[36084]	0:9	36084	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	2	socket:[36084]	0:9	36084	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	3	socket:[31156]	0:9	31156	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	4	socket:[36087]	0:9	36087	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	5	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1007	1007	systemd-network	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1007	1007	systemd-network	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1007	1007	systemd-network	8	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1007	1007	systemd-network	9	socket:[36089]	0:9	36089	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	10	socket:[36090]	0:9	36090	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	11	socket:[36091]	0:9	36091	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	12	socket:[36092]	0:9	36092	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	13	socket:[36093]	0:9	36093	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	14	socket:[36094]	0:9	36094	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	16	socket:[36133]	0:9	36133	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	17	socket:[36887]	0:9	36887	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	18	socket:[32702]	0:9	32702	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	19	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1007	1007	systemd-network	20	socket:[104539]	0:9	104539	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	21	socket:[102996]	0:9	102996	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	22	socket:[32704]	0:9	32704	SOCK	srwxrwxrwx	-	-	-	0
1007	1007	systemd-network	23	socket:[37894]	0:9	37894	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1009	1009	systemd-resolve	1	socket:[32688]	0:9	32688	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	2	socket:[32688]	0:9	32688	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	3	socket:[35224]	0:9	35224	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1009	1009	systemd-resolve	5	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1009	1009	systemd-resolve	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1009	1009	systemd-resolve	7	/proc/sys/kernel/hostname	0:5	29008	REG	-rw-r--r--	2025-12-27 19:02:05.333291 UTC	2025-12-27 19:02:05.333291 UTC	2025-12-27 19:02:05.333291 UTC	0
1009	1009	systemd-resolve	8	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1009	1009	systemd-resolve	9	socket:[35226]	0:9	35226	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	10	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1009	1009	systemd-resolve	11	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1009	1009	systemd-resolve	12	socket:[35229]	0:9	35229	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	13	socket:[35230]	0:9	35230	SOCK	srwxrwxrwx	-	-	-	0
1009	1009	systemd-resolve	14	socket:[36955]	0:9	36955	SOCK	srwxrwxrwx	-	-	-	0
1035	1035	accounts-daemon	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1035	1035	accounts-daemon	1	socket:[37025]	0:9	37025	SOCK	srwxrwxrwx	-	-	-	0
1035	1035	accounts-daemon	2	socket:[37025]	0:9	37025	SOCK	srwxrwxrwx	-	-	-	0
1035	1035	accounts-daemon	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1035	accounts-daemon	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1035	accounts-daemon	5	socket:[35434]	0:9	35434	SOCK	srwxrwxrwx	-	-	-	0
1035	1035	accounts-daemon	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1035	accounts-daemon	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1039	gmain	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1035	1039	gmain	1	socket:[37025]	0:9	37025	SOCK	srwxrwxrwx	-	-	-	0
1035	1039	gmain	2	socket:[37025]	0:9	37025	SOCK	srwxrwxrwx	-	-	-	0
1035	1039	gmain	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1039	gmain	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1039	gmain	5	socket:[35434]	0:9	35434	SOCK	srwxrwxrwx	-	-	-	0
1035	1039	gmain	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1039	gmain	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1065	gdbus	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1035	1065	gdbus	1	socket:[37025]	0:9	37025	SOCK	srwxrwxrwx	-	-	-	0
1035	1065	gdbus	2	socket:[37025]	0:9	37025	SOCK	srwxrwxrwx	-	-	-	0
1035	1065	gdbus	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1065	gdbus	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1065	gdbus	5	socket:[35434]	0:9	35434	SOCK	srwxrwxrwx	-	-	-	0
1035	1065	gdbus	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1035	1065	gdbus	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1041	1041	cron	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1041	1041	cron	1	socket:[37095]	0:9	37095	SOCK	srwxrwxrwx	-	-	-	0
1041	1041	cron	2	socket:[37095]	0:9	37095	SOCK	srwxrwxrwx	-	-	-	0
1041	1041	cron	3	/run/crond.pid	0:25	801	REG	-rw-r--r--	2025-12-27 19:02:10.025291 UTC	2025-12-27 19:02:10.025291 UTC	2025-12-27 19:02:10.025291 UTC	5
1041	1041	cron	4	socket:[36250]	0:9	36250	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1043	1043	dbus-daemon	1	socket:[37165]	0:9	37165	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	2	socket:[37165]	0:9	37165	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	3	socket:[36227]	0:9	36227	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1043	1043	dbus-daemon	5	socket:[37628]	0:9	37628	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	6	socket:[37629]	0:9	37629	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1043	1043	dbus-daemon	8	socket:[37630]	0:9	37630	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	9	socket:[37631]	0:9	37631	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	10	socket:[37632]	0:9	37632	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	11	socket:[37633]	0:9	37633	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	12	socket:[37634]	0:9	37634	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	13	socket:[37635]	0:9	37635	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	14	socket:[37636]	0:9	37636	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	15	socket:[37637]	0:9	37637	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	16	socket:[37674]	0:9	37674	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	17	socket:[37716]	0:9	37716	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	18	socket:[36572]	0:9	36572	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	19	socket:[39064]	0:9	39064	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	20	socket:[39077]	0:9	39077	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	21	socket:[39412]	0:9	39412	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	23	socket:[45183]	0:9	45183	SOCK	srwxrwxrwx	-	-	-	0
1043	1043	dbus-daemon	24	socket:[105639]	0:9	105639	SOCK	srwxrwxrwx	-	-	-	0
1047	1047	irqbalance	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1047	1047	irqbalance	1	socket:[38129]	0:9	38129	SOCK	srwxrwxrwx	-	-	-	0
1047	1047	irqbalance	2	socket:[38129]	0:9	38129	SOCK	srwxrwxrwx	-	-	-	0
1047	1047	irqbalance	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1047	1047	irqbalance	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1047	1047	irqbalance	5	socket:[38135]	0:9	38135	SOCK	srwxrwxrwx	-	-	-	0
1047	1063	gmain	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1047	1063	gmain	1	socket:[38129]	0:9	38129	SOCK	srwxrwxrwx	-	-	-	0
1047	1063	gmain	2	socket:[38129]	0:9	38129	SOCK	srwxrwxrwx	-	-	-	0
1047	1063	gmain	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1047	1063	gmain	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1047	1063	gmain	5	socket:[38135]	0:9	38135	SOCK	srwxrwxrwx	-	-	-	0
1048	1048	networkd-dispat	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1048	1048	networkd-dispat	1	socket:[37550]	0:9	37550	SOCK	srwxrwxrwx	-	-	-	0
1048	1048	networkd-dispat	2	socket:[37550]	0:9	37550	SOCK	srwxrwxrwx	-	-	-	0
1048	1048	networkd-dispat	3	socket:[39063]	0:9	39063	SOCK	srwxrwxrwx	-	-	-	0
1048	1048	networkd-dispat	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1048	1048	networkd-dispat	5	socket:[37727]	0:9	37727	SOCK	srwxrwxrwx	-	-	-	0
1048	1048	networkd-dispat	6	socket:[37728]	0:9	37728	SOCK	srwxrwxrwx	-	-	-	0
1049	1049	polkitd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1049	polkitd	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1049	polkitd	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1049	polkitd	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1049	polkitd	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1049	polkitd	5	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1049	polkitd	6	socket:[37393]	0:9	37393	SOCK	srwxrwxrwx	-	-	-	0
1049	1049	polkitd	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1049	polkitd	8	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1049	polkitd	9	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1053	gmain	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
