Volatility 3 Framework 2.26.2

facility	level	timestamp	caller	line
kern	info	0.259902	-	 SUBSYSTEM=pci
kern	info	0.259902	-	 DEVICE=+pci:0000:00:15.4
kern	info	0.260181	-	pci 0000:00:15.5: [15ad:07a0] type 01 class 0x060400
kern	info	0.260181	-	 SUBSYSTEM=pci
kern	info	0.260181	-	 DEVICE=+pci:0000:00:15.5
kern	info	0.260867	-	pci 0000:00:15.5: PME# supported from D0 D3hot D3cold
kern	info	0.260867	-	 SUBSYSTEM=pci
kern	info	0.260867	-	 DEVICE=+pci:0000:00:15.5
kern	info	0.261134	-	pci 0000:00:15.6: [15ad:07a0] type 01 class 0x060400
kern	info	0.261134	-	 SUBSYSTEM=pci
kern	info	0.261134	-	 DEVICE=+pci:0000:00:15.6
kern	info	0.261805	-	pci 0000:00:15.6: PME# supported from D0 D3hot D3cold
kern	info	0.261805	-	 SUBSYSTEM=pci
kern	info	0.261805	-	 DEVICE=+pci:0000:00:15.6
kern	info	0.262092	-	pci 0000:00:15.7: [15ad:07a0] type 01 class 0x060400
kern	info	0.262092	-	 SUBSYSTEM=pci
kern	info	0.262092	-	 DEVICE=+pci:0000:00:15.7
kern	info	0.262765	-	pci 0000:00:15.7: PME# supported from D0 D3hot D3cold
kern	info	0.262765	-	 SUBSYSTEM=pci
kern	info	0.262765	-	 DEVICE=+pci:0000:00:15.7
kern	info	0.263195	-	pci 0000:00:16.0: [15ad:07a0] type 01 class 0x060400
kern	info	0.263195	-	 SUBSYSTEM=pci
kern	info	0.263195	-	 DEVICE=+pci:0000:00:16.0
kern	info	0.263881	-	pci 0000:00:16.0: PME# supported from D0 D3hot D3cold
kern	info	0.263881	-	 SUBSYSTEM=pci
kern	info	0.263881	-	 DEVICE=+pci:0000:00:16.0
kern	info	0.264154	-	pci 0000:00:16.1: [15ad:07a0] type 01 class 0x060400
kern	info	0.264154	-	 SUBSYSTEM=pci
kern	info	0.264154	-	 DEVICE=+pci:0000:00:16.1
kern	info	0.264833	-	pci 0000:00:16.1: PME# supported from D0 D3hot D3cold
kern	info	0.264833	-	 SUBSYSTEM=pci
kern	info	0.264833	-	 DEVICE=+pci:0000:00:16.1
kern	info	0.265099	-	pci 0000:00:16.2: [15ad:07a0] type 01 class 0x060400
kern	info	0.265099	-	 SUBSYSTEM=pci
kern	info	0.265099	-	 DEVICE=+pci:0000:00:16.2
kern	info	0.265764	-	pci 0000:00:16.2: PME# supported from D0 D3hot D3cold
kern	info	0.265764	-	 SUBSYSTEM=pci
kern	info	0.265764	-	 DEVICE=+pci:0000:00:16.2
kern	info	0.266035	-	pci 0000:00:16.3: [15ad:07a0] type 01 class 0x060400
kern	info	0.266035	-	 SUBSYSTEM=pci
kern	info	0.266035	-	 DEVICE=+pci:0000:00:16.3
kern	info	0.266703	-	pci 0000:00:16.3: PME# supported from D0 D3hot D3cold
kern	info	0.266703	-	 SUBSYSTEM=pci
kern	info	0.266703	-	 DEVICE=+pci:0000:00:16.3
kern	info	0.266977	-	pci 0000:00:16.4: [15ad:07a0] type 01 class 0x060400
kern	info	0.266977	-	 SUBSYSTEM=pci
kern	info	0.266977	-	 DEVICE=+pci:0000:00:16.4
kern	info	0.267672	-	pci 0000:00:16.4: PME# supported from D0 D3hot D3cold
kern	info	0.267672	-	 SUBSYSTEM=pci
kern	info	0.267672	-	 DEVICE=+pci:0000:00:16.4
kern	info	0.267953	-	pci 0000:00:16.5: [15ad:07a0] type 01 class 0x060400
kern	info	0.267953	-	 SUBSYSTEM=pci
kern	info	0.267953	-	 DEVICE=+pci:0000:00:16.5
kern	info	0.268641	-	pci 0000:00:16.5: PME# supported from D0 D3hot D3cold
kern	info	0.268641	-	 SUBSYSTEM=pci
kern	info	0.268641	-	 DEVICE=+pci:0000:00:16.5
kern	info	0.268920	-	pci 0000:00:16.6: [15ad:07a0] type 01 class 0x060400
kern	info	0.268920	-	 SUBSYSTEM=pci
kern	info	0.268920	-	 DEVICE=+pci:0000:00:16.6
kern	info	0.269593	-	pci 0000:00:16.6: PME# supported from D0 D3hot D3cold
kern	info	0.269593	-	 SUBSYSTEM=pci
kern	info	0.269593	-	 DEVICE=+pci:0000:00:16.6
kern	info	0.269877	-	pci 0000:00:16.7: [15ad:07a0] type 01 class 0x060400
kern	info	0.269877	-	 SUBSYSTEM=pci
kern	info	0.269877	-	 DEVICE=+pci:0000:00:16.7
kern	info	0.270562	-	pci 0000:00:16.7: PME# supported from D0 D3hot D3cold
kern	info	0.270562	-	 SUBSYSTEM=pci
kern	info	0.270562	-	 DEVICE=+pci:0000:00:16.7
kern	info	0.270996	-	pci 0000:00:17.0: [15ad:07a0] type 01 class 0x060400
kern	info	0.270996	-	 SUBSYSTEM=pci
kern	info	0.270996	-	 DEVICE=+pci:0000:00:17.0
kern	info	0.271664	-	pci 0000:00:17.0: PME# supported from D0 D3hot D3cold
kern	info	0.271664	-	 SUBSYSTEM=pci
kern	info	0.271664	-	 DEVICE=+pci:0000:00:17.0
kern	info	0.271942	-	pci 0000:00:17.1: [15ad:07a0] type 01 class 0x060400
kern	info	0.271942	-	 SUBSYSTEM=pci
kern	info	0.271942	-	 DEVICE=+pci:0000:00:17.1
kern	info	0.272618	-	pci 0000:00:17.1: PME# supported from D0 D3hot D3cold
kern	info	0.272618	-	 SUBSYSTEM=pci
kern	info	0.272618	-	 DEVICE=+pci:0000:00:17.1
kern	info	0.272898	-	pci 0000:00:17.2: [15ad:07a0] type 01 class 0x060400
kern	info	0.272898	-	 SUBSYSTEM=pci
kern	info	0.272898	-	 DEVICE=+pci:0000:00:17.2
kern	info	0.273585	-	pci 0000:00:17.2: PME# supported from D0 D3hot D3cold
kern	info	0.273585	-	 SUBSYSTEM=pci
kern	info	0.273585	-	 DEVICE=+pci:0000:00:17.2
kern	info	0.273863	-	pci 0000:00:17.3: [15ad:07a0] type 01 class 0x060400
kern	info	0.273863	-	 SUBSYSTEM=pci
kern	info	0.273863	-	 DEVICE=+pci:0000:00:17.3
kern	info	0.274535	-	pci 0000:00:17.3: PME# supported from D0 D3hot D3cold
kern	info	0.274535	-	 SUBSYSTEM=pci
kern	info	0.274535	-	 DEVICE=+pci:0000:00:17.3
kern	info	0.274819	-	pci 0000:00:17.4: [15ad:07a0] type 01 class 0x060400
kern	info	0.274819	-	 SUBSYSTEM=pci
kern	info	0.274819	-	 DEVICE=+pci:0000:00:17.4
kern	info	0.275487	-	pci 0000:00:17.4: PME# supported from D0 D3hot D3cold
kern	info	0.275487	-	 SUBSYSTEM=pci
kern	info	0.275487	-	 DEVICE=+pci:0000:00:17.4
kern	info	0.275765	-	pci 0000:00:17.5: [15ad:07a0] type 01 class 0x060400
kern	info	0.275765	-	 SUBSYSTEM=pci
kern	info	0.275765	-	 DEVICE=+pci:0000:00:17.5
kern	info	0.276452	-	pci 0000:00:17.5: PME# supported from D0 D3hot D3cold
kern	info	0.276452	-	 SUBSYSTEM=pci
kern	info	0.276452	-	 DEVICE=+pci:0000:00:17.5
kern	info	0.276732	-	pci 0000:00:17.6: [15ad:07a0] type 01 class 0x060400
kern	info	0.276732	-	 SUBSYSTEM=pci
kern	info	0.276732	-	 DEVICE=+pci:0000:00:17.6
kern	info	0.277393	-	pci 0000:00:17.6: PME# supported from D0 D3hot D3cold
kern	info	0.277393	-	 SUBSYSTEM=pci
kern	info	0.277393	-	 DEVICE=+pci:0000:00:17.6
kern	info	0.277695	-	pci 0000:00:17.7: [15ad:07a0] type 01 class 0x060400
kern	info	0.277695	-	 SUBSYSTEM=pci
kern	info	0.277695	-	 DEVICE=+pci:0000:00:17.7
kern	info	0.278369	-	pci 0000:00:17.7: PME# supported from D0 D3hot D3cold
kern	info	0.278369	-	 SUBSYSTEM=pci
kern	info	0.278369	-	 DEVICE=+pci:0000:00:17.7
kern	info	0.278813	-	pci 0000:00:18.0: [15ad:07a0] type 01 class 0x060400
kern	info	0.278813	-	 SUBSYSTEM=pci
kern	info	0.278813	-	 DEVICE=+pci:0000:00:18.0
kern	info	0.279485	-	pci 0000:00:18.0: PME# supported from D0 D3hot D3cold
kern	info	0.279485	-	 SUBSYSTEM=pci
kern	info	0.279485	-	 DEVICE=+pci:0000:00:18.0
kern	info	0.279766	-	pci 0000:00:18.1: [15ad:07a0] type 01 class 0x060400
kern	info	0.279766	-	 SUBSYSTEM=pci
kern	info	0.279766	-	 DEVICE=+pci:0000:00:18.1
kern	info	0.280430	-	pci 0000:00:18.1: PME# supported from D0 D3hot D3cold
kern	info	0.280430	-	 SUBSYSTEM=pci
kern	info	0.280430	-	 DEVICE=+pci:0000:00:18.1
kern	info	0.280717	-	pci 0000:00:18.2: [15ad:07a0] type 01 class 0x060400
kern	info	0.280717	-	 SUBSYSTEM=pci
kern	info	0.280717	-	 DEVICE=+pci:0000:00:18.2
kern	info	0.281382	-	pci 0000:00:18.2: PME# supported from D0 D3hot D3cold
kern	info	0.281382	-	 SUBSYSTEM=pci
kern	info	0.281382	-	 DEVICE=+pci:0000:00:18.2
kern	info	0.281664	-	pci 0000:00:18.3: [15ad:07a0] type 01 class 0x060400
kern	info	0.281664	-	 SUBSYSTEM=pci
kern	info	0.281664	-	 DEVICE=+pci:0000:00:18.3
kern	info	0.282334	-	pci 0000:00:18.3: PME# supported from D0 D3hot D3cold
kern	info	0.282334	-	 SUBSYSTEM=pci
kern	info	0.282334	-	 DEVICE=+pci:0000:00:18.3
kern	info	0.282617	-	pci 0000:00:18.4: [15ad:07a0] type 01 class 0x060400
kern	info	0.282617	-	 SUBSYSTEM=pci
kern	info	0.282617	-	 DEVICE=+pci:0000:00:18.4
kern	info	0.283297	-	pci 0000:00:18.4: PME# supported from D0 D3hot D3cold
kern	info	0.283297	-	 SUBSYSTEM=pci
kern	info	0.283297	-	 DEVICE=+pci:0000:00:18.4
kern	info	0.283581	-	pci 0000:00:18.5: [15ad:07a0] type 01 class 0x060400
kern	info	0.283581	-	 SUBSYSTEM=pci
kern	info	0.283581	-	 DEVICE=+pci:0000:00:18.5
kern	info	0.284260	-	pci 0000:00:18.5: PME# supported from D0 D3hot D3cold
kern	info	0.284260	-	 SUBSYSTEM=pci
kern	info	0.284260	-	 DEVICE=+pci:0000:00:18.5
kern	info	0.284552	-	pci 0000:00:18.6: [15ad:07a0] type 01 class 0x060400
kern	info	0.284552	-	 SUBSYSTEM=pci
kern	info	0.284552	-	 DEVICE=+pci:0000:00:18.6
kern	info	0.285225	-	pci 0000:00:18.6: PME# supported from D0 D3hot D3cold
kern	info	0.285225	-	 SUBSYSTEM=pci
kern	info	0.285225	-	 DEVICE=+pci:0000:00:18.6
kern	info	0.285519	-	pci 0000:00:18.7: [15ad:07a0] type 01 class 0x060400
kern	info	0.285519	-	 SUBSYSTEM=pci
kern	info	0.285519	-	 DEVICE=+pci:0000:00:18.7
kern	info	0.286183	-	pci 0000:00:18.7: PME# supported from D0 D3hot D3cold
kern	info	0.286183	-	 SUBSYSTEM=pci
kern	info	0.286183	-	 DEVICE=+pci:0000:00:18.7
kern	info	0.287759	-	pci_bus 0000:01: extended config space not accessible
kern	info	0.287759	-	 SUBSYSTEM=pci_bus
kern	info	0.287759	-	 DEVICE=+pci_bus:0000:01
kern	info	0.292978	-	pci 0000:00:01.0: PCI bridge to [bus 01]
kern	info	0.292978	-	 SUBSYSTEM=pci
kern	info	0.292978	-	 DEVICE=+pci:0000:00:01.0
kern	info	0.293175	-	pci_bus 0000:02: extended config space not accessible
kern	info	0.293175	-	 SUBSYSTEM=pci_bus
kern	info	0.293175	-	 DEVICE=+pci_bus:0000:02
kern	info	0.293330	-	acpiphp: Slot [32] registered
kern	info	0.293384	-	acpiphp: Slot [33] registered
kern	info	0.293446	-	acpiphp: Slot [34] registered
kern	info	0.293502	-	acpiphp: Slot [35] registered
kern	info	0.293554	-	acpiphp: Slot [36] registered
kern	info	0.293607	-	acpiphp: Slot [37] registered
kern	info	0.293662	-	acpiphp: Slot [38] registered
kern	info	0.293713	-	acpiphp: Slot [39] registered
kern	info	0.293767	-	acpiphp: Slot [40] registered
kern	info	0.293818	-	acpiphp: Slot [41] registered
kern	info	0.293868	-	acpiphp: Slot [42] registered
kern	info	0.293919	-	acpiphp: Slot [43] registered
kern	info	0.293969	-	acpiphp: Slot [44] registered
kern	info	0.294020	-	acpiphp: Slot [45] registered
kern	info	0.294070	-	acpiphp: Slot [46] registered
kern	info	0.294121	-	acpiphp: Slot [47] registered
kern	info	0.294171	-	acpiphp: Slot [48] registered
kern	info	0.294222	-	acpiphp: Slot [49] registered
kern	info	0.294275	-	acpiphp: Slot [50] registered
kern	info	0.294325	-	acpiphp: Slot [51] registered
kern	info	0.294376	-	acpiphp: Slot [52] registered
kern	info	0.294436	-	acpiphp: Slot [53] registered
kern	info	0.294487	-	acpiphp: Slot [54] registered
kern	info	0.294539	-	acpiphp: Slot [55] registered
kern	info	0.294601	-	acpiphp: Slot [56] registered
kern	info	0.294653	-	acpiphp: Slot [57] registered
kern	info	0.294705	-	acpiphp: Slot [58] registered
kern	info	0.294757	-	acpiphp: Slot [59] registered
kern	info	0.294810	-	acpiphp: Slot [60] registered
kern	info	0.294860	-	acpiphp: Slot [61] registered
kern	info	0.294914	-	acpiphp: Slot [62] registered
kern	info	0.294964	-	acpiphp: Slot [63] registered
kern	info	0.295052	-	pci 0000:02:00.0: [15ad:0774] type 00 class 0x0c0300
kern	info	0.295052	-	 SUBSYSTEM=pci
kern	info	0.295052	-	 DEVICE=+pci:0000:02:00.0
kern	info	0.296056	-	pci 0000:02:00.0: reg 0x20: [io  0x20c0-0x20df]
kern	info	0.296056	-	 SUBSYSTEM=pci
kern	info	0.296056	-	 DEVICE=+pci:0000:02:00.0
kern	info	0.296942	-	pci 0000:02:01.0: [8086:100f] type 00 class 0x020000
kern	info	0.296942	-	 SUBSYSTEM=pci
kern	info	0.296942	-	 DEVICE=+pci:0000:02:01.0
kern	info	0.297398	-	pci 0000:02:01.0: reg 0x10: [mem 0xfd5c0000-0xfd5dffff 64bit]
kern	info	0.297398	-	 SUBSYSTEM=pci
kern	info	0.297398	-	 DEVICE=+pci:0000:02:01.0
kern	info	0.297789	-	pci 0000:02:01.0: reg 0x18: [mem 0xfdff0000-0xfdffffff 64bit]
kern	info	0.297789	-	 SUBSYSTEM=pci
kern	info	0.297789	-	 DEVICE=+pci:0000:02:01.0
kern	info	0.298185	-	pci 0000:02:01.0: reg 0x20: [io  0x2000-0x203f]
kern	info	0.298185	-	 SUBSYSTEM=pci
kern	info	0.298185	-	 DEVICE=+pci:0000:02:01.0
kern	info	0.298865	-	pci 0000:02:01.0: reg 0x30: [mem 0x00000000-0x0000ffff pref]
kern	info	0.298865	-	 SUBSYSTEM=pci
kern	info	0.298865	-	 DEVICE=+pci:0000:02:01.0
kern	info	0.299138	-	pci 0000:02:01.0: PME# supported from D0 D3hot D3cold
kern	info	0.299138	-	 SUBSYSTEM=pci
kern	info	0.299138	-	 DEVICE=+pci:0000:02:01.0
kern	info	0.299545	-	pci 0000:02:02.0: [8086:100f] type 00 class 0x020000
kern	info	0.299545	-	 SUBSYSTEM=pci
kern	info	0.299545	-	 DEVICE=+pci:0000:02:02.0
kern	info	0.300013	-	pci 0000:02:02.0: reg 0x10: [mem 0xfd5a0000-0xfd5bffff 64bit]
kern	info	0.300013	-	 SUBSYSTEM=pci
kern	info	0.300013	-	 DEVICE=+pci:0000:02:02.0
kern	info	0.300360	-	pci 0000:02:02.0: reg 0x18: [mem 0xfdfe0000-0xfdfeffff 64bit]
kern	info	0.300360	-	 SUBSYSTEM=pci
kern	info	0.300360	-	 DEVICE=+pci:0000:02:02.0
kern	info	0.300812	-	pci 0000:02:02.0: reg 0x20: [io  0x2040-0x207f]
kern	info	0.300812	-	 SUBSYSTEM=pci
kern	info	0.300812	-	 DEVICE=+pci:0000:02:02.0
kern	info	0.301584	-	pci 0000:02:02.0: reg 0x30: [mem 0x00000000-0x0000ffff pref]
kern	info	0.301584	-	 SUBSYSTEM=pci
kern	info	0.301584	-	 DEVICE=+pci:0000:02:02.0
kern	info	0.301844	-	pci 0000:02:02.0: PME# supported from D0 D3hot D3cold
kern	info	0.301844	-	 SUBSYSTEM=pci
kern	info	0.301844	-	 DEVICE=+pci:0000:02:02.0
kern	info	0.302222	-	pci 0000:02:03.0: [1274:1371] type 00 class 0x040100
kern	info	0.302222	-	 SUBSYSTEM=pci
kern	info	0.302222	-	 DEVICE=+pci:0000:02:03.0
kern	info	0.302537	-	pci 0000:02:03.0: reg 0x10: [io  0x2080-0x20bf]
kern	info	0.302537	-	 SUBSYSTEM=pci
kern	info	0.302537	-	 DEVICE=+pci:0000:02:03.0
kern	info	0.304161	-	pci 0000:02:04.0: [15ad:07e0] type 00 class 0x010601
kern	info	0.304161	-	 SUBSYSTEM=pci
kern	info	0.304161	-	 DEVICE=+pci:0000:02:04.0
kern	info	0.305880	-	pci 0000:02:04.0: reg 0x24: [mem 0xfd59f000-0xfd59ffff]
kern	info	0.305880	-	 SUBSYSTEM=pci
kern	info	0.305880	-	 DEVICE=+pci:0000:02:04.0
kern	info	0.306206	-	pci 0000:02:04.0: reg 0x30: [mem 0x00000000-0x0000ffff pref]
kern	info	0.306206	-	 SUBSYSTEM=pci
kern	info	0.306206	-	 DEVICE=+pci:0000:02:04.0
kern	info	0.306545	-	pci 0000:02:04.0: PME# supported from D3hot
kern	info	0.306545	-	 SUBSYSTEM=pci
kern	info	0.306545	-	 DEVICE=+pci:0000:02:04.0
kern	info	0.311415	-	pci 0000:00:11.0: PCI bridge to [bus 02] (subtractive decode)
kern	info	0.311415	-	 SUBSYSTEM=pci
kern	info	0.311415	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311492	-	pci 0000:00:11.0:   bridge window [io  0x2000-0x3fff]
kern	info	0.311492	-	 SUBSYSTEM=pci
kern	info	0.311492	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311562	-	pci 0000:00:11.0:   bridge window [mem 0xfd500000-0xfdffffff]
kern	info	0.311562	-	 SUBSYSTEM=pci
kern	info	0.311562	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311652	-	pci 0000:00:11.0:   bridge window [mem 0xe7b00000-0xe7ffffff 64bit pref]
kern	info	0.311652	-	 SUBSYSTEM=pci
kern	info	0.311652	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311721	-	pci 0000:00:11.0:   bridge window [mem 0x000a0000-0x000bffff window] (subtractive decode)
kern	info	0.311721	-	 SUBSYSTEM=pci
kern	info	0.311721	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311805	-	pci 0000:00:11.0:   bridge window [mem 0x000d0000-0x000d3fff window] (subtractive decode)
kern	info	0.311805	-	 SUBSYSTEM=pci
kern	info	0.311805	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311883	-	pci 0000:00:11.0:   bridge window [mem 0x000d4000-0x000d7fff window] (subtractive decode)
kern	info	0.311883	-	 SUBSYSTEM=pci
kern	info	0.311883	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.311965	-	pci 0000:00:11.0:   bridge window [mem 0x000d8000-0x000dbfff window] (subtractive decode)
kern	info	0.311965	-	 SUBSYSTEM=pci
kern	info	0.311965	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.312046	-	pci 0000:00:11.0:   bridge window [mem 0xc0000000-0xfebfffff window] (subtractive decode)
kern	info	0.312046	-	 SUBSYSTEM=pci
kern	info	0.312046	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.312129	-	pci 0000:00:11.0:   bridge window [io  0x0000-0x0cf7 window] (subtractive decode)
kern	info	0.312129	-	 SUBSYSTEM=pci
kern	info	0.312129	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.312207	-	pci 0000:00:11.0:   bridge window [io  0x0d00-0xfeff window] (subtractive decode)
kern	info	0.312207	-	 SUBSYSTEM=pci
kern	info	0.312207	-	 DEVICE=+pci:0000:00:11.0
kern	info	0.317591	-	pci 0000:00:15.0: PCI bridge to [bus 03]
kern	info	0.317591	-	 SUBSYSTEM=pci
kern	info	0.317591	-	 DEVICE=+pci:0000:00:15.0
kern	info	0.317657	-	pci 0000:00:15.0:   bridge window [io  0x4000-0x4fff]
kern	info	0.317657	-	 SUBSYSTEM=pci
kern	info	0.317657	-	 DEVICE=+pci:0000:00:15.0
kern	info	0.317729	-	pci 0000:00:15.0:   bridge window [mem 0xfd400000-0xfd4fffff]
kern	info	0.317729	-	 SUBSYSTEM=pci
kern	info	0.317729	-	 DEVICE=+pci:0000:00:15.0
kern	info	0.317815	-	pci 0000:00:15.0:   bridge window [mem 0xe7a00000-0xe7afffff 64bit pref]
kern	info	0.317815	-	 SUBSYSTEM=pci
kern	info	0.317815	-	 DEVICE=+pci:0000:00:15.0
kern	info	0.323281	-	pci 0000:00:15.1: PCI bridge to [bus 04]
kern	info	0.323281	-	 SUBSYSTEM=pci
kern	info	0.323281	-	 DEVICE=+pci:0000:00:15.1
kern	info	0.323344	-	pci 0000:00:15.1:   bridge window [io  0x8000-0x8fff]
kern	info	0.323344	-	 SUBSYSTEM=pci
kern	info	0.323344	-	 DEVICE=+pci:0000:00:15.1
kern	info	0.323417	-	pci 0000:00:15.1:   bridge window [mem 0xfd000000-0xfd0fffff]
kern	info	0.323417	-	 SUBSYSTEM=pci
kern	info	0.323417	-	 DEVICE=+pci:0000:00:15.1
kern	info	0.323508	-	pci 0000:00:15.1:   bridge window [mem 0xe7600000-0xe76fffff 64bit pref]
kern	info	0.323508	-	 SUBSYSTEM=pci
kern	info	0.323508	-	 DEVICE=+pci:0000:00:15.1
kern	info	0.328883	-	pci 0000:00:15.2: PCI bridge to [bus 05]
kern	info	0.328883	-	 SUBSYSTEM=pci
kern	info	0.328883	-	 DEVICE=+pci:0000:00:15.2
kern	info	0.328949	-	pci 0000:00:15.2:   bridge window [io  0xc000-0xcfff]
kern	info	0.328949	-	 SUBSYSTEM=pci
kern	info	0.328949	-	 DEVICE=+pci:0000:00:15.2
kern	info	0.329017	-	pci 0000:00:15.2:   bridge window [mem 0xfcc00000-0xfccfffff]
kern	info	0.329017	-	 SUBSYSTEM=pci
kern	info	0.329017	-	 DEVICE=+pci:0000:00:15.2
kern	info	0.329103	-	pci 0000:00:15.2:   bridge window [mem 0xe7200000-0xe72fffff 64bit pref]
kern	info	0.329103	-	 SUBSYSTEM=pci
kern	info	0.329103	-	 DEVICE=+pci:0000:00:15.2
kern	info	0.334481	-	pci 0000:00:15.3: PCI bridge to [bus 06]
kern	info	0.334481	-	 SUBSYSTEM=pci
kern	info	0.334481	-	 DEVICE=+pci:0000:00:15.3
kern	info	0.334557	-	pci 0000:00:15.3:   bridge window [mem 0xfc800000-0xfc8fffff]
kern	info	0.334557	-	 SUBSYSTEM=pci
kern	info	0.334557	-	 DEVICE=+pci:0000:00:15.3
kern	info	0.334644	-	pci 0000:00:15.3:   bridge window [mem 0xe6e00000-0xe6efffff 64bit pref]
kern	info	0.334644	-	 SUBSYSTEM=pci
kern	info	0.334644	-	 DEVICE=+pci:0000:00:15.3
kern	info	0.340020	-	pci 0000:00:15.4: PCI bridge to [bus 07]
kern	info	0.340020	-	 SUBSYSTEM=pci
kern	info	0.340020	-	 DEVICE=+pci:0000:00:15.4
kern	info	0.340095	-	pci 0000:00:15.4:   bridge window [mem 0xfc400000-0xfc4fffff]
kern	info	0.340095	-	 SUBSYSTEM=pci
kern	info	0.340095	-	 DEVICE=+pci:0000:00:15.4
kern	info	0.340181	-	pci 0000:00:15.4:   bridge window [mem 0xe6a00000-0xe6afffff 64bit pref]
kern	info	0.340181	-	 SUBSYSTEM=pci
kern	info	0.340181	-	 DEVICE=+pci:0000:00:15.4
kern	info	0.345555	-	pci 0000:00:15.5: PCI bridge to [bus 08]
kern	info	0.345555	-	 SUBSYSTEM=pci
kern	info	0.345555	-	 DEVICE=+pci:0000:00:15.5
kern	info	0.345633	-	pci 0000:00:15.5:   bridge window [mem 0xfc000000-0xfc0fffff]
kern	info	0.345633	-	 SUBSYSTEM=pci
kern	info	0.345633	-	 DEVICE=+pci:0000:00:15.5
kern	info	0.346320	-	pci 0000:00:15.5:   bridge window [mem 0xe6600000-0xe66fffff 64bit pref]
kern	info	0.346320	-	 SUBSYSTEM=pci
kern	info	0.346320	-	 DEVICE=+pci:0000:00:15.5
kern	info	0.351704	-	pci 0000:00:15.6: PCI bridge to [bus 09]
kern	info	0.351704	-	 SUBSYSTEM=pci
kern	info	0.351704	-	 DEVICE=+pci:0000:00:15.6
kern	info	0.351779	-	pci 0000:00:15.6:   bridge window [mem 0xfbc00000-0xfbcfffff]
kern	info	0.351779	-	 SUBSYSTEM=pci
kern	info	0.351779	-	 DEVICE=+pci:0000:00:15.6
kern	info	0.351865	-	pci 0000:00:15.6:   bridge window [mem 0xe6200000-0xe62fffff 64bit pref]
kern	info	0.351865	-	 SUBSYSTEM=pci
kern	info	0.351865	-	 DEVICE=+pci:0000:00:15.6
kern	info	0.357277	-	pci 0000:00:15.7: PCI bridge to [bus 0a]
kern	info	0.357277	-	 SUBSYSTEM=pci
kern	info	0.357277	-	 DEVICE=+pci:0000:00:15.7
kern	info	0.357358	-	pci 0000:00:15.7:   bridge window [mem 0xfb800000-0xfb8fffff]
kern	info	0.357358	-	 SUBSYSTEM=pci
kern	info	0.357358	-	 DEVICE=+pci:0000:00:15.7
kern	info	0.357446	-	pci 0000:00:15.7:   bridge window [mem 0xe5e00000-0xe5efffff 64bit pref]
kern	info	0.357446	-	 SUBSYSTEM=pci
kern	info	0.357446	-	 DEVICE=+pci:0000:00:15.7
kern	info	0.362812	-	pci 0000:00:16.0: PCI bridge to [bus 0b]
kern	info	0.362812	-	 SUBSYSTEM=pci
kern	info	0.362812	-	 DEVICE=+pci:0000:00:16.0
kern	info	0.362874	-	pci 0000:00:16.0:   bridge window [io  0x5000-0x5fff]
kern	info	0.362874	-	 SUBSYSTEM=pci
kern	info	0.362874	-	 DEVICE=+pci:0000:00:16.0
kern	info	0.362943	-	pci 0000:00:16.0:   bridge window [mem 0xfd300000-0xfd3fffff]
kern	info	0.362943	-	 SUBSYSTEM=pci
kern	info	0.362943	-	 DEVICE=+pci:0000:00:16.0
kern	info	0.363033	-	pci 0000:00:16.0:   bridge window [mem 0xe7900000-0xe79fffff 64bit pref]
kern	info	0.363033	-	 SUBSYSTEM=pci
kern	info	0.363033	-	 DEVICE=+pci:0000:00:16.0
kern	info	0.368405	-	pci 0000:00:16.1: PCI bridge to [bus 0c]
kern	info	0.368405	-	 SUBSYSTEM=pci
kern	info	0.368405	-	 DEVICE=+pci:0000:00:16.1
kern	info	0.368471	-	pci 0000:00:16.1:   bridge window [io  0x9000-0x9fff]
kern	info	0.368471	-	 SUBSYSTEM=pci
kern	info	0.368471	-	 DEVICE=+pci:0000:00:16.1
kern	info	0.368543	-	pci 0000:00:16.1:   bridge window [mem 0xfcf00000-0xfcffffff]
kern	info	0.368543	-	 SUBSYSTEM=pci
kern	info	0.368543	-	 DEVICE=+pci:0000:00:16.1
kern	info	0.368629	-	pci 0000:00:16.1:   bridge window [mem 0xe7500000-0xe75fffff 64bit pref]
kern	info	0.368629	-	 SUBSYSTEM=pci
kern	info	0.368629	-	 DEVICE=+pci:0000:00:16.1
kern	info	0.374074	-	pci 0000:00:16.2: PCI bridge to [bus 0d]
kern	info	0.374074	-	 SUBSYSTEM=pci
kern	info	0.374074	-	 DEVICE=+pci:0000:00:16.2
kern	info	0.374137	-	pci 0000:00:16.2:   bridge window [io  0xd000-0xdfff]
kern	info	0.374137	-	 SUBSYSTEM=pci
kern	info	0.374137	-	 DEVICE=+pci:0000:00:16.2
kern	info	0.374212	-	pci 0000:00:16.2:   bridge window [mem 0xfcb00000-0xfcbfffff]
kern	info	0.374212	-	 SUBSYSTEM=pci
